ord;TIME;LATITUDE;LONGITUDE;ALTITUDE;VEHICLE_ID;BAROMETRIC_PRESSURE;ENGINE_COOLANT_TEMP;FUEL_LEVEL;ENGINE_LOAD;AMBIENT_AIR_TEMP;ENGINE_RPM;INTAKE_MANIFOLD_PRESSURE;MAF;TERM FUEL TRIM BANK 1;FUEL_ECONOMY;LONG TERM FUEL TRIM BANK 2;FUEL_TYPE;AIR_INTAKE_TEMP;FUEL_PRESSURE;SPEED;SHORT TERM FUEL TRIM BANK 2;SHORT TERM FUEL TRIM BANK 1;ENGINE_RUNTIME;THROTTLE_POS;DTC_NUMBER;TROUBLE_CODES;TIMING_ADVANCE;EQUIV_RATIO;aqui
137;1,51E+12;-586.004.102;-3.519.351.626;35.0;control1;100;83;56,10;40,80;4;1229;18;7,09;;;;;32;;35;;1,60;00:55:49;25,50;MIL is OFF0 codes;;67,10;1,00;
138;1,51E+12;-586.025.175;-3.519.324.893;34.0;control1;100;83;55,70;20,40;4;1137;31;3,23;;;;;33;;32;;3,10;00:55:53;18,80;MIL is OFF0 codes;;60,80;1,00;
139;1,51E+12;-586.043.674;-3.519.300.461;36.0;control1;100;83;55,30;19,20;4;1540;28;4,03;;;;;33;;29;;10,90;00:55:57;21,60;MIL is OFF0 codes;;62,00;1,00;
140;1,51E+12;-5.860.625;-3.519.276.452;35.0;control1;100;82;54,90;40,40;4;1431;34;8,37;;;;;32;;31;;7,00;00:56:01;26,70;MIL is OFF0 codes;;70,60;1,00;
141;1,51E+12;-586.082.601;-3.519.251.281;34.0;control1;100;82;55,30;41,60;4;1543;23;9,46;;;;;32;;32;;-3,90;00:56:05;27,80;MIL is OFF0 codes;;71,00;1,00;
142;1,51E+12;-586.244.966;-3.519.038.764;35.0;control1;100;82;55,30;41,20;4;1074;51;7,24;;;;;32;;34;;1,60;00:56:09;25,90;MIL is OFF0 codes;;67,80;1,00;
143;1,51E+12;-586.271.854;-3.519.004.451;36.0;control1;100;83;55,70;47,80;4;1419;27;9,8;;;;;32;;42;;6,20;00:56:37;28,20;MIL is OFF0 codes;;68,60;1,00;
144;1,51E+12;-586.295.554;-351.897.295;36.0;control1;100;82;55,70;17,30;4;1380;21;3,48;;;;;32;;39;;14,10;00:56:41;20,40;MIL is OFF0 codes;;66,30;1,00;
145;1,51E+12;-586.319.011;-3.518.943.974;36.0;control1;100;82;55,70;19,20;4;1244;34;3,65;;;;;32;;35;;21,10;00:56:45;20,00;MIL is OFF0 codes;;60,00;1,00;
146;1,51E+12;-586.342.138;-3.518.915.125;35.0;control1;100;82;55,30;44,70;4;1760;29;11,36;;;;;32;;36;;10,90;00:56:49;29,00;MIL is OFF0 codes;;71,40;1,00;
147;1,51E+12;-586.363.617;-3.518.885.384;35.0;control1;100;82;55,30;29,00;4;1764;29;7,4;;;;;32;;;;7,00;00:56:53;26,30;MIL is OFF0 codes;;74,90;1,00;
148;1,51E+12;-58.645.205;-3.518.768.494;34.0;control1;100;82;55,70;32,90;4;1751;29;8,54;;;;;32;;36;;-0,80;00:56:57;27,50;MIL is OFF0 codes;;73,70;1,00;
149;1,51E+12;-586.470.609;-3.518.738.079;33.0;control1;100;82;55,70;19,60;4;1183;36;3,5;;;;;32;;34;;-1,60;00:57:14;18,80;MIL is OFF0 codes;;60,40;1,00;
150;1,51E+12;-586.487.042;-3.518.708.653;31.0;control1;100;83;55,70;39,60;4;1139;35;6,79;;;;;32;;35;;-2,30;00:57:18;25,10;MIL is OFF0 codes;;66,30;1,00;
151;1,51E+12;-586.520.265;-3.518.646.562;30.0;control1;100;83;55,70;41,60;4;1174;35;6,97;;;;;32;;36;;3,10;00:57:22;25,50;MIL is OFF0 codes;;66,30;1,00;
152;1,51E+12;-586.575.807;-3.518.546.337;30.0;control1;100;82;55,70;40,80;4;1238;35;7,31;;;;;32;;37;;3,10;00:57:30;25,90;MIL is OFF0 codes;;67,10;1,00;
153;1,51E+12;-586.575.807;-3.518.546.337;30.0;control1;100;82;54,10;36,90;4;797;33;4,11;;;;;34;;0;;-3,90;00:58:01;20,40;MIL is OFF0 codes;;54,50;1,00;
154;1,51E+12;-586.575.807;-3.518.546.337;30.0;control1;100;83;54,10;35,70;4;807;32;4,21;;;;;34;;0;;-2,30;00:58:05;20,40;MIL is OFF0 codes;;55,70;1,00;
155;1,51E+12;-586.575.807;-3.518.546.337;30.0;control1;100;83;54,10;42,00;4;781;56;6,29;;;;;33;;11;;1,60;00:58:09;26,70;MIL is OFF0 codes;;53,30;1,00;
156;1,51E+12;-586.583.083;-3.518.532.258;34.0;control1;100;83;55,30;14,10;4;1330;57;3,22;;;;;32;;19;;-1,60;00:58:13;23,10;MIL is OFF0 codes;;61,20;1,00;
157;1,51E+12;-586.593.391;-3.518.511.712;33.0;control1;100;82;56,10;69,80;4;1867;55;19,96;;;;;31;;27;;-10,90;00:58:17;32,50;MIL is OFF0 codes;;67,80;1,00;
158;1,51E+12;-58.660.822;-3.518.485.209;33.0;control1;100;82;56,50;60,40;4;1391;47;12,29;;;;;31;;32;;-3,10;00:58:21;30,20;MIL is OFF0 codes;;66,70;1,00;
159;1,51E+12;-586.624.284;-3.518.455.478;34.0;control1;100;82;56,50;53,70;4;1609;43;12,65;;;;;31;;35;;-3,10;00:58:25;30,20;MIL is OFF0 codes;;69,40;1,00;
160;1,51E+12;-586.640.934;-3.518.424.556;37.0;control1;100;82;56,50;54,10;4;1729;45;13,44;;;;;31;;;;-3,90;00:58:29;30,60;MIL is OFF0 codes;;69,80;1,00;
161;1,51E+12;-586.657.737;-3.518.394.955;36.0;control1;100;82;56,90;55,70;4;1649;50;13,38;;;;;31;;34;;2,30;00:58:33;30,60;MIL is OFF0 codes;;69,40;1,00;
162;1,51E+12;-586.674.542;-3.518.367.894;38.0;control1;100;83;57,30;59,60;4;1537;54;14,03;;;;;31;;31;;;00:58:37;31,00;MIL is OFF0 codes;;68,20;1,00;
163;1,51E+12;-586.693.711;-3.518.343.542;40.0;control1;;83;57,60;63,50;4;1513;51;14,14;;;;;31;;;;-1,60;00:58:41;31,00;MIL is OFF0 codes;;67,50;1,00;
164;1,51E+12;-586.715.399;-3.518.319.894;42.0;control1;100;83;57,60;62,40;4;1563;49;14,13;;;;;31;;31;;-2,30;00:58:45;31,00;MIL is OFF0 codes;;67,80;1,00;
165;1,51E+12;-586.737.823;-3.518.298.875;44.0;control1;100;83;58,00;57,60;4;1632;45;13,41;;;;;31;;33;;-0,80;00:58:49;30,60;MIL is OFF0 codes;;69,00;1,00;
166;1,51E+12;-586.763.518;-351.828.076;46.0;control1;100;83;58,00;54,50;4;1604;46;12,71;;;;;31;;32;;0,80;00:58:53;30,60;MIL is OFF0 codes;;69,00;1,00;
167;1,51E+12;-586.792.634;-3.518.263.172;45.0;control1;100;83;58,00;54,10;4;1611;43;12,83;;;;;31;;33;;0,80;00:58:57;30,20;MIL is OFF0 codes;;69,00;1,00;
168;1,51E+12;-586.822.842;-351.824.801;46.0;control1;100;83;58,40;50,60;4;1650;24;12,31;;;;;31;;35;;3,10;00:59:01;30,20;MIL is OFF0 codes;;69,40;1,00;
169;1,51E+12;-586.854.243;-3.518.232.617;48.0;control1;100;83;58,00;21,60;4;1031;41;2,77;;;;;31;;33;;-1,60;00:59:05;19,20;MIL is OFF0 codes;;60,00;1,00;
170;1,51E+12;-586.885.037;-3.518.217.251;50.0;control1;100;83;57,60;47,50;4;1099;28;7,67;;;;;31;;33;;4,70;00:59:09;26,30;MIL is OFF0 codes;;65,10;1,00;
171;1,51E+12;-586.912.912;-351.820.106;51.0;control1;100;83;57,60;19,60;4;1068;21;3,1;;;;;32;;30;;-0,80;00:59:13;18,80;MIL is OFF0 codes;;60,80;1,00;
172;1,51E+12;-586.937.558;-3.518.188.677;51.0;control1;100;83;57,30;24,70;4;803;20;4,02;;;;;33;;22;;10,20;00:59:17;19,60;MIL is OFF0 codes;;67,80;1,00;
173;1,51E+12;-586.953.997;-3.518.180.717;50.0;control1;;83;56,50;26,70;4;847;34;3,3;;;;;33;;12;;-4,70;00:59:21;19,20;MIL is OFF0 codes;;66,30;1,00;
174;1,51E+12;-586.962.041;-3.518.177.155;49.0;control1;100;83;55,70;38,40;4;777;32;4,14;;;;;33;;4;;3,90;00:59:25;20,80;MIL is OFF0 codes;;56,10;1,00;
175;1,51E+12;-586.962.041;-3.518.177.155;49.0;control1;;83;55,30;37,30;4;782;33;3,86;;;;;33;;;;-4,70;00:59:29;20,40;MIL is OFF0 codes;;60,80;1,00;
176;1,51E+12;-586.999.921;-3.518.157.803;49.0;control1;100;83;55,30;36,90;4;798;32;4,15;;;;;33;;0;;0,00;00:59:33;20,40;MIL is OFF0 codes;;55,70;1,00;
177;1,51E+12;-587.024.417;-3.518.146.026;48.0;control1;100;83;55,30;23,90;4;1237;26;3,5;;;;;32;;24;;4,70;00:59:53;19,20;MIL is OFF0 codes;;67,50;1,00;
178;1,51E+12;-58.703.997;-3.518.138.306;47.0;control1;100;83;54,90;37,60;4;789;33;4,08;;;;;33;;13;;-3,10;00:59:57;20,40;MIL is OFF0 codes;;55,70;1,00;
179;1,51E+12;-587.052.926;-3.518.132.016;47.0;control1;100;83;54,50;31,40;4;1067;41;6,47;;;;;32;;;;-2,30;01:00:01;25,90;MIL is OFF0 codes;;68,60;1,00;
180;1,51E+12;-587.068.877;-3.518.124.118;49.0;control1;100;83;54,90;49,80;4;1640;55;8,84;;;;;32;;18;;4,70;01:00:05;22,70;MIL is OFF0 codes;;69,80;1,00;
181;1,51E+12;-58.709.223;-3.518.112.081;48.0;control1;100;83;54,90;63,90;4;1109;51;10,38;;;;;31;;26;;1,60;01:00:09;29,00;MIL is OFF0 codes;;60,80;1,00;
182;1,51E+12;-587.119.224;-3.518.098.742;49.0;control1;100;83;55,70;59,60;4;1346;32;11,72;;;;;31;;30;;-7,00;01:00:13;29,80;MIL is OFF0 codes;;66,30;1,00;
183;1,51E+12;-587.146.412;-3.518.085.001;49.0;control1;100;83;56,10;37,30;4;1496;32;8,36;;;;;31;;;;-4,70;01:00:17;26,70;MIL is OFF0 codes;;71,40;1,00;
184;1,51E+12;-587.175.223;-3.518.070.874;49.0;control1;100;83;56,10;37,60;4;1501;33;8,27;;;;;31;;30;;3,10;01:00:21;26,70;MIL is OFF0 codes;;71,40;1,00;
185;1,51E+12;-587.204.092;-3.518.056.616;48.0;control1;100;83;56,50;39,20;4;1539;33;9,01;;;;;31;;31;;-2,30;01:00:25;27,50;MIL is OFF0 codes;;71,40;1,00;
186;1,51E+12;-587.231.868;-3.518.041.108;50.0;control1;100;83;56,50;43,10;4;1526;38;9,67;;;;;31;;30;;-2,30;01:00:29;28,20;MIL is OFF0 codes;;70,60;1,00;
187;1,51E+12;-587.258.797;-3.518.030.752;50.0;control1;100;83;56,50;50,20;4;1469;43;10,95;;;;;31;;29;;1,60;01:00:33;29,40;MIL is OFF0 codes;;68,60;1,00;
188;1,51E+12;-587.285.387;-3.518.016.998;51.0;control1;100;83;56,90;48,60;4;1451;42;10,25;;;;;31;;29;;-3,90;01:00:37;28,60;MIL is OFF0 codes;;68,60;1,00;
189;1,51E+12;-587.311.228;-3.518.003.436;51.0;control1;100;83;56,90;20,80;4;1424;20;3,17;;;;;31;;25;;3,90;01:00:41;20,00;MIL is OFF0 codes;;71,40;1,00;
190;1,51E+12;-587.329.693;-3.517.992.133;52.0;control1;100;83;56,90;19,20;4;1209;33;3,7;;;;;32;;18;;4,70;01:00:45;19,60;MIL is OFF0 codes;;59,60;1,00;
191;1,51E+12;-587.344.898;-3.517.980.448;52.0;control1;100;83;55,70;40,40;4;813;51;4,23;;;;;32;;;;7,00;01:00:49;20,40;MIL is OFF0 codes;;54,90;1,00;
192;1,51E+12;-587.366.329;-3.517.965.906;51.0;control1;100;83;55,70;56,10;4;1207;20;9,02;;;;;32;;26;;7,00;01:00:53;27,10;MIL is OFF0 codes;;62,00;1,00;
193;1,51E+12;-587.386.188;-3.517.949.192;52.0;control1;100;83;55,70;18,00;4;1253;32;3,27;;;;;32;;27;;18,80;01:00:57;20,00;MIL is OFF0 codes;;62,40;1,00;
194;1,51E+12;-587.409.175;-3.517.932.207;53.0;control1;100;83;55,70;32,50;4;1373;25;6,82;;;;;32;;31;;4,70;01:01:01;25,10;MIL is OFF0 codes;;70,60;1,00;
195;1,51E+12;-58.743.619;-3.517.912.227;53.0;control1;100;83;55,70;15,30;4;1570;20;4;;;;;32;;33;;11,70;01:01:05;22,00;MIL is OFF0 codes;;67,80;1,00;
196;1,51E+12;-587.463.197;-3.517.892.492;52.0;control1;100;83;55,70;24,70;4;1125;20;3,52;;;;;32;;34;;4,70;01:01:09;19,60;MIL is OFF0 codes;;56,10;1,00;
197;1,51E+12;-587.519.335;-3.517.851.504;48.0;control1;100;83;55,70;20,80;4;1162;20;3,45;;;;;32;;35;;-1,60;01:01:14;19,60;MIL is OFF0 codes;;57,60;1,00;
198;1,51E+12;-587.545.232;-3.517.830.906;46.0;control1;100;82;55,30;21,20;4;1113;21;3,58;;;;;33;;32;;3,10;01:01:24;19,20;MIL is OFF0 codes;;56,90;1,00;
199;1,51E+12;-587.573.544;-3.517.811.861;44.0;control1;100;82;55,30;20,00;4;1067;21;3,27;;;;;33;;31;;3,10;01:01:28;18,80;MIL is OFF0 codes;;59,20;1,00;
200;1,51E+12;-587.600.927;-3.517.793.983;42.0;control1;100;82;55,30;19,60;4;1040;22;3,05;;;;;33;;31;;3,90;01:01:32;18,80;MIL is OFF0 codes;;62,70;1,00;
201;1,51E+12;-587.624.916;-3.517.776.075;42.0;control1;100;82;54,90;21,60;4;1058;20;3,16;;;;;33;;33;;3,10;01:01:36;18,80;MIL is OFF0 codes;;58,00;1,00;
202;1,51E+12;-587.652.222;-3.517.758.482;40.0;control1;100;82;54,90;23,10;4;1086;22;3,55;;;;;33;;32;;1,60;01:01:40;19,20;MIL is OFF0 codes;;56,50;1,00;
203;1,51E+12;-587.681.225;-3.517.743.274;39.0;control1;100;82;54,90;22,40;4;1081;23;3,29;;;;;33;;31;;-2,30;01:01:44;19,20;MIL is OFF0 codes;;56,90;1,00;
204;1,51E+12;-587.711.149;-351.773.463;39.0;control1;100;82;54,90;36,50;4;1527;31;8,17;;;;;32;;31;;6,20;01:01:48;26,70;MIL is OFF0 codes;;72,20;1,00;
205;1,51E+12;-587.743.669;-3.517.731.752;38.0;control1;100;82;54,90;36,90;4;1538;37;8,46;;;;;31;;30;;-7,00;01:01:52;27,10;MIL is OFF0 codes;;72,20;1,00;
206;1,51E+12;-587.780.128;-3.517.736.628;37.0;control1;100;82;55,30;45,10;4;1484;39;9,82;;;;;31;;30;;-7,80;01:01:56;28,20;MIL is OFF0 codes;;69,80;1,00;
207;1,51E+12;-587.807.559;-3.517.741.815;35.0;control1;100;82;55,30;48,20;4;1479;40;10,4;;;;;31;;30;;-2,30;01:02:00;29,00;MIL is OFF0 codes;;69,00;1,00;
208;1,51E+12;-587.831.033;-3.517.753.892;34.0;control1;100;82;55,70;47,10;4;1518;30;10,56;;;;;31;;31;;0,00;01:02:04;29,00;MIL is OFF0 codes;;69,40;1,00;
209;1,51E+12;-587.857.253;-3.517.772.915;33.0;control1;100;82;55,70;20,40;4;998;36;1,98;;;;;32;;29;;-2,30;01:02:08;18,80;MIL is OFF0 codes;;62,40;1,00;
210;1,51E+12;-587.879.912;-3.517.787.411;35.0;control1;100;82;55,70;41,20;4;950;25;3,9;;;;;32;;26;;-0,80;01:02:12;17,60;MIL is OFF0 codes;;61,20;1,00;
211;1,51E+12;-587.919.181;-3.517.819.159;34.0;control1;100;83;55,70;40,80;4;771;22;4,26;;;;;33;;20;;3,10;01:02:17;19,60;MIL is OFF0 codes;;55,30;1,00;
212;1,51E+12;-587.933.492;-351.783.132;34.0;control1;100;83;55,30;22,40;4;928;29;3,21;;;;;33;;15;;3,10;01:02:21;19,20;MIL is OFF0 codes;;67,80;1,00;
213;1,51E+12;-587.944.005;-3.517.839.101;33.0;control1;100;83;55,30;37,60;4;720;34;4,36;;;;;33;;11;;-2,30;01:02:25;21,60;MIL is OFF0 codes;;51,00;1,00;
214;1,51E+12;-587.950.542;-3.517.843.691;34.0;control1;100;83;55,30;40,40;4;789;33;4,69;;;;;33;;6;;1,60;01:02:29;20,80;MIL is OFF0 codes;;52,50;1,00;
215;1,51E+12;-587.955.317;-3.517.846.773;34.0;control1;100;83;54,90;34,50;4;810;31;3,83;;;;;33;;3;;0,00;01:02:33;20,00;MIL is OFF0 codes;;57,30;1,00;
216;1,51E+12;-587.955.317;-3.517.846.773;34.0;control1;100;83;54,90;38,80;4;793;33;4,06;;;;;33;;1;;0,80;01:02:37;20,40;MIL is OFF0 codes;;58,40;1,00;
217;1,51E+12;-587.955.317;-3.517.846.773;34.0;control1;100;83;54,90;38,40;4;798;33;4,3;;;;;33;;0;;-2,30;01:02:41;20,40;MIL is OFF0 codes;;55,30;1,00;
218;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;54,90;36,90;4;805;31;4,34;;;;;33;;0;;-2,30;01:02:45;20,40;MIL is OFF0 codes;;57,30;1,00;
219;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,30;36,90;4;809;31;3,94;;;;;33;;0;;2,30;01:02:49;20,40;MIL is OFF0 codes;;56,50;1,00;
220;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,30;36,50;4;801;32;4,27;;;;;33;;0;;2,30;01:02:53;20,40;MIL is OFF0 codes;;;1,00;
221;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,30;38,00;4;804;31;4,29;;;;;33;;0;;2,30;01:02:57;20,40;MIL is OFF0 codes;;56,10;1,00;
222;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,30;35,70;4;810;31;3,83;;;;;;;0;;3,90;01:03:01;20,00;MIL is OFF0 codes;;56,90;1,00;
223;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,70;37,30;4;779;31;4,26;;;;;33;;0;;3,90;01:03:05;20,40;;;55,70;1,00;
224;1,51E+12;-587.958.411;-3.517.850.295;36.0;control1;100;83;55,70;40,40;4;786;38;4,31;;;;;33;;0;;2,30;01:03:09;20,40;;;57,60;1,00;
225;1,51E+12;-587.964.051;-3.517.855.088;36.0;control1;100;84;55,70;79,60;4;723;48;7,95;;;;;32;;13;;0,80;01:03:13;28,60;;;50,60;1,00;
226;1,51E+12;-587.977.041;-3.517.865.942;36.0;control1;100;84;56,90;55,30;4;1196;56;12,74;;;;;31;;23;;3,90;01:03:17;30,60;MIL is OFF0 codes;;73,30;1,00;
227;1,51E+12;-587.997.178;-3.517.881.413;37.0;control1;100;84;57,60;22,70;4;1796;55;4;;;;;31;;;;8,60;01:03:21;21,60;MIL is OFF0 codes;;70,60;1,00;
228;1,51E+12;-588.019.612;-3.517.898.069;37.0;control1;100;84;57,30;66,70;4;1330;52;13,04;;;;;31;;31;;0,00;01:03:25;30,60;MIL is OFF0 codes;;65,10;1,00;
229;1,51E+12;-588.046.916;-3.517.918.148;38.0;control1;100;85;57,60;62,40;4;1577;28;14,22;;;;;31;;;;0,00;01:03:29;31,00;MIL is OFF0 codes;;67,80;1,00;
230;1,51E+12;-588.073.237;-3.517.939.097;39.0;control1;100;85;57,60;51,80;4;1108;43;8,4;;;;;31;;33;;7,00;01:03:33;27,10;MIL is OFF0 codes;;64,70;1,00;
231;1,51E+12;-588.099.124;-3.517.958.438;40.0;control1;100;85;57,60;51,00;4;1111;44;8,21;;;;;31;;33;;7,00;01:03:37;26,70;MIL is OFF0 codes;;64,70;1,00;
232;1,51E+12;-588.125.994;-3.517.979.503;40.0;control1;100;86;57,30;50,60;4;1122;45;8,39;;;;;31;;34;;1,60;01:03:41;27,10;MIL is OFF0 codes;;64,70;1,00;
233;1,51E+12;-588.152.605;-3.517.999.721;41.0;control1;100;86;57,30;54,50;4;1122;45;8,88;;;;;31;;34;;6,20;01:03:45;27,50;MIL is OFF0 codes;;64,30;1,00;
234;1,51E+12;-588.180.076;-3.518.021.132;40.0;control1;100;86;57,30;52,20;4;1144;45;8,78;;;;;31;;35;;0,00;01:03:49;27,50;MIL is OFF0 codes;;64,70;1,00;
235;1,51E+12;-588.213.337;-3.518.042.311;41.0;control1;100;86;57,30;51,80;4;1210;44;8,97;;;;;31;;37;;-0,80;01:03:53;27,50;MIL is OFF0 codes;;65,10;1,00;
236;1,51E+12;-588.241.971;-3.518.066.169;41.0;control1;100;85;57,30;49,80;4;1256;43;9,31;;;;;31;;39;;4,70;01:03:57;27,80;MIL is OFF0 codes;;65,90;1,00;
237;1,51E+12;-588.274.408;-3.518.089.307;41.0;control1;100;85;57,30;51,00;4;1296;42;9,48;;;;;31;;39;;3,10;01:04:01;28,20;MIL is OFF0 codes;;66,70;1,00;
238;1,51E+12;-588.308.602;-3.518.109.974;39.0;control1;100;85;57,30;50,60;4;1293;37;9,54;;;;;31;;36;;3,10;01:04:05;28,20;MIL is OFF0 codes;;66,70;1,00;
239;1,51E+12;-588.341.103;-3.518.120.998;41.0;control1;100;85;57,30;46,70;4;1766;45;12,1;;;;;31;;34;;0,80;01:04:09;29,80;MIL is OFF0 codes;;71,40;1,00;
240;1,51E+12;-588.372.252;-3.518.130.393;42.0;control1;100;84;57,30;53,70;4;1666;46;13,35;;;;;31;;32;;-7,00;01:04:13;30,60;MIL is OFF0 codes;;69,40;1,00;
241;1,51E+12;-58.840.502;-3.518.136.192;43.0;control1;100;84;57,60;54,90;4;1611;46;13,08;;;;;31;;;;-0,80;01:04:17;30,60;MIL is OFF0 codes;;69,00;1,00;
242;1,51E+12;-588.440.041;-3.518.135.957;43.0;control1;100;84;57,60;55,30;4;1683;43;13,76;;;;;30;;37;;;01:04:21;30,60;MIL is OFF0 codes;;69,40;1,00;
243;1,51E+12;-588.476.283;-3.518.128.586;45.0;control1;100;84;57,60;15,70;4;1446;40;3,26;;;;;31;;;;0,00;01:04:25;20,80;MIL is OFF0 codes;;64,30;1,00;
244;1,51E+12;-588.512.997;-3.518.119.943;45.0;control1;100;84;57,60;47,50;4;1236;39;8,44;;;;;31;;38;;7,00;01:04:29;27,10;MIL is OFF0 codes;;65,90;1,00;
245;1,51E+12;-588.549.665;-3.518.109.897;46.0;control1;100;84;57,60;47,80;4;1268;41;8,71;;;;;31;;38;;1,60;01:04:33;27,50;MIL is OFF0 codes;;66,30;1,00;
246;1,51E+12;-588.587.699;-3.518.101.512;47.0;control1;100;84;57,60;45,90;4;1296;20;8,84;;;;;31;;39;;0,00;01:04:37;27,50;MIL is OFF0 codes;;67,10;1,00;
247;1,51E+12;-588.624.308;-3.518.094.807;49.0;control1;100;84;57,30;18,40;4;1271;36;3,51;;;;;31;;;;15,60;01:04:41;20,00;MIL is OFF0 codes;;61,20;1,00;
248;1,51E+12;-588.661.883;-3.518.087.418;50.0;control1;100;84;56,90;44,70;4;1219;38;7,75;;;;;31;;37;;0,00;01:04:45;26,30;MIL is OFF0 codes;;66,30;1,00;
249;1,51E+12;-588.700.452;-3.518.079.404;48.0;control1;100;84;56,90;49,80;4;1256;43;9,27;;;;;31;;;;6,20;01:04:49;27,80;MIL is OFF0 codes;;65,90;1,00;
250;1,51E+12;-588.738.585;-3.518.072.497;46.0;control1;100;84;56,90;52,20;4;1325;21;9,87;;;;;31;;40;;4,70;01:04:54;28,60;MIL is OFF0 codes;;66,70;1,00;
251;1,51E+12;-588.777.898;-3.518.064.178;47.0;control1;100;84;56,50;18,00;4;1304;21;3,3;;;;;32;;37;;11,70;01:04:57;19,20;MIL is OFF0 codes;;62,70;1,00;
252;1,51E+12;-588.814.903;-351.805.833;50.0;control1;100;84;56,50;20,00;4;1209;35;3,43;;;;;31;;36;;13,30;01:05:02;20,00;MIL is OFF0 codes;;58,80;1,00;
253;1,51E+12;-588.850.362;-3.518.049.586;50.0;control1;100;84;56,10;38,80;4;1234;31;4,79;;;;;31;;38;;-0,80;01:05:06;20,00;MIL is OFF0 codes;;67,50;1,00;
254;1,51E+12;-588.886.869;-3.518.040.866;47.0;control1;100;83;56,10;27,10;4;1269;19;5;;;;;31;;38;;3,90;01:05:10;22,40;MIL is OFF0 codes;;70,20;1,00;
255;1,51E+12;-588.926.702;-3.518.032.181;47.0;control1;100;83;55,70;18,00;4;1270;25;3,48;;;;;31;;39;;14,10;01:05:14;20,40;MIL is OFF0 codes;;61,20;1,00;
256;1,51E+12;-588.963.835;-3.518.024.601;49.0;control1;100;83;55,70;28,60;4;1295;33;5,43;;;;;31;;38;;-0,80;01:05:18;23,10;MIL is OFF0 codes;;70,60;1,00;
257;1,51E+12;-589.063.825;-3.518.001.273;44.0;control1;100;82;55,70;38,80;4;1278;35;7,43;;;;;31;;36;;-4,70;01:05:22;25,50;MIL is OFF0 codes;;67,80;1,00;
258;1,51E+12;-58.909.565;-3.517.992.667;45.0;control1;100;82;56,10;59,60;4;1610;46;14,06;;;;;31;;34;;-7,00;01:05:34;30,60;MIL is OFF0 codes;;67,50;1,00;
259;1,51E+12;-589.129.464;-3.517.981.578;46.0;control1;100;82;56,90;48,60;4;1734;19;12,66;;;;;31;;37;;-7,00;01:05:38;30,20;MIL is OFF0 codes;;70,20;1,00;
260;1,51E+12;-589.165.486;-3.517.969.278;45.0;control1;100;82;56,90;20,40;4;1848;18;5,51;;;;;31;;38;;3,90;01:05:42;23,50;MIL is OFF0 codes;;76,50;1,00;
261;1,51E+12;-589.199.907;-3.517.953.032;38.0;control1;100;82;56,50;17,60;4;1849;19;4,93;;;;;31;;36;;0,00;01:05:46;22,70;MIL is OFF0 codes;;63,50;1,00;
262;1,51E+12;-589.232.704;-3.517.937.788;36.0;control1;100;82;56,10;18,00;4;1758;18;4,72;;;;;31;;34;;0,00;01:05:50;22,40;MIL is OFF0 codes;;63,10;1,00;
263;1,51E+12;-589.263.781;-3.517.924.698;36.0;control1;100;82;55,70;18,00;4;1628;20;4,41;;;;;31;;31;;0,00;01:05:54;22,00;MIL is OFF0 codes;;63,10;;
264;1,51E+12;-589.293.261;-3.517.912.135;36.0;control1;100;82;55,70;27,10;4;1523;23;5,93;;;;;31;;32;;12,50;01:05:58;24,30;MIL is OFF0 codes;;73,70;1,00;
265;1,51E+12;-58.932.246;-3.517.899.395;35.0;control1;100;82;55,70;26,30;4;1578;23;6,23;;;;;31;;32;;6,20;01:06:02;24,30;MIL is OFF0 codes;;74,50;1,00;
266;1,51E+12;-589.352.626;-3.517.886.044;35.0;control1;100;82;55,30;25,90;4;1608;23;6,37;;;;;31;;33;;1,60;01:06:06;24,70;MIL is OFF0 codes;;74,50;1,00;
267;1,51E+12;-589.383.449;-35.178.741;35.0;control1;100;82;55,30;26,30;4;1650;25;6,48;;;;;31;;33;;1,60;01:06:10;25,10;MIL is OFF0 codes;;74,50;1,00;
268;1,51E+12;-589.415.719;-3.517.859.878;32.0;control1;100;82;55,30;17,60;4;1621;19;4,39;;;;;31;;29;;0,00;01:06:14;21,60;MIL is OFF0 codes;;63,10;1,00;
269;1,51E+12;-589.444.342;-3.517.862.286;34.0;control1;100;82;55,30;18,80;4;1421;21;3,92;;;;;31;;24;;0,00;01:06:18;21,20;MIL is OFF0 codes;;61,20;1,00;
270;1,51E+12;-589.466.503;-3.517.856.214;35.0;control1;100;82;54,50;21,60;4;1169;37;3,6;;;;;32;;15;;0,00;01:06:22;19,60;MIL is OFF0 codes;;57,60;1,00;
271;1,51E+12;-589.468.902;-3.517.840.596;36.0;control1;100;82;52,50;38,80;4;801;47;4,23;;;;;32;;10;;-3,90;01:06:26;20,40;MIL is OFF0 codes;;54,50;1,00;
